ecc,ratio,elong,sol,conv,isop,MID,lob,int,cont,smooth,mom,unif,entr,class
0.03406572394921456,-0.37222695710253584,-0.9718645745491926,0.7092859047464769,0.48927908528173664,1.4027182872591675,-0.8486389852704451,-0.500812761763939,-0.09902976876588626,0.06595137066687808,-0.11372419192821985,-0.13155016643101233,-0.26102978509813335,0.022209370650209614,0
0.1051699583571955,-0.352382764712415,-0.7813836275528868,0.675827483245122,0.4740454319788665,1.2312263922149609,-0.8334331664844197,-0.4997963949022997,-0.7570273671160117,-0.657718271945989,-0.6953488281916334,-0.6090647946128072,-0.7251003923351186,-0.7980230223512533,0
0.22771539007182964,-0.3343495957054703,-0.6338120981863936,0.6411460385035093,0.48927908528173664,1.2747323897496654,-0.7759278077494929,-0.4948649301013559,-1.098501110178542,-1.2955880473941825,-1.0470393386763042,-0.9471670190876658,-0.8108932418353235,-1.23143572979494,0
0.08709342547186705,-0.37781415690169606,-0.8192749987295711,0.6246352247600203,0.48927908528173664,1.3154761017266112,-0.7909986252418744,-0.4963235432203912,-0.9856418521966098,-1.1402097599291903,-0.9755712604443249,-0.9029548735825162,-0.7450026621298901,-0.9842238749743284,0
0.49593075434642503,-0.25797835431281124,-0.3540304061466579,0.6361665867395995,0.48927908528173664,1.0298557750543273,-0.7766884881156026,-0.4949410299801063,-1.2087456421983467,-1.5293699947035535,-1.1371534792913416,-1.015422308926653,-0.8442772451229845,-1.4049651982961577,0
0.04863271720521058,-0.36644709524133556,-0.8751903734930031,0.7285048413791099,0.48927908528173664,1.4436921896992598,-0.8411490096519231,-0.5003271674743434,-1.1377637683957944,-1.274673967686926,-1.0379602134159864,-0.9085542211221037,-0.8412735668964352,-1.4074652281364162,0
0.4844886936370945,-0.26483712372143553,-0.3542352243692348,0.6594040283045092,0.45872472922855184,1.0886464193419658,-0.8156337651531935,-0.49845376185163837,-0.9181156492343139,-0.8486871862812251,-0.8167338934201946,-0.6916740875363859,-0.8025159043394837,-1.0678036397024164,0
0.28829100559181325,-0.31546871362554957,-0.6223422777220998,0.7072766522803385,0.4740454319788665,1.274916542120183,-0.8371612791319752,-0.500056675753418,-0.7371175794384688,-0.6729741564969888,-0.705549192658117,-0.6547675772332253,-0.5581710909563918,-0.8439824750310708,0
0.5338145519890816,-0.2390204074080744,-0.2909975981486868,0.6835150578981757,0.48927908528173664,1.104115218465416,-0.813619130463428,-0.4982913512243307,-1.2280483901956512,-1.6205770108230115,-1.1666042103883623,-1.047909874685058,-0.8225528057703757,-1.413835167181458,0
0.8964028791729849,-0.019115929795609544,0.35638159886053306,0.6348562046964656,0.4740454319788665,0.6121061225359029,-0.7514043035233023,-0.4922380393500621,-1.2345949511508825,-1.5871492435346817,-1.1561781419258323,-1.0345225157196314,-0.8332583420770571,-1.5099664515870068,0
0.12521760254119021,-0.36509846080705555,-0.8837927388412232,0.6884071508592084,0.48927908528173664,1.3795150885739913,-0.8250163550614564,-0.49918191246363075,-1.269171151653267,-1.6998496767494091,-1.1895823333406979,-1.0629297461257083,-0.8249297505184334,-1.562295843311866,0
0.366366243373126,-0.2877639091041964,-0.40907530346413906,0.6783608885285145,0.48927908528173664,1.0985446092572688,-0.7670514726923952,-0.49394980497714275,-1.0489354849113721,-1.2881145950888193,-1.0438139557650605,-0.9668782357641873,-0.5772284311727524,-1.1389175022133258,0
1.0276500461329505,0.12252921821620415,0.6595637728296535,0.692775091002989,0.48927908528173664,0.3097279301465477,-0.8258704978616277,-0.49924587489336525,-0.6024271696534685,-0.6690539735047699,-0.7029353947684185,-0.7307371033108742,-0.34445497479070275,-0.4240459558358999,1
